fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
chetco-bar,Tesstamona,#oregonfires #forestfires #eaglecreekfire #chetcobarfire #OregonFire #california #washington #montana #utah #wyoming #nevada #colorado https://t.co/D3dZaHNheX,Smoke / Air Quality,Living with smoke and threat,Neutral/Informational,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,Hoolagan747,"@cslimfu @Breaking911 Chetco bar fire. Lightening strike! Largest fire this season, usfs let it burn natural exsasterbating! Inconveinent FACT!",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,ewoksamongus,@RealMuckmaker Very Unhealthy or Hazardous? Stay indoors! Change the filters on your a/c and your cars. Been dealing with it since July. #ChetcoBarFire,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,NotRappaport,"Nation's Largest Wildfire Burning More Than 180,000 Acres In Southwest Oregon https://t.co/P3YJ7fVnxp #OregonBurns",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,ewoksamongus,"@FromTulsa @lotusville @RealMuckmaker Yup. We got aid for two big fires but not for #EagleCreekFire (30,000 acres) which is destroying landmarks. #ChetcoBarFire (178,000 acres)",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,LTPthatsme,"Still burning, still sad. But encouraging to see #Oregon green...

#EagleCreekFire 🌲
#ChetcoBarFire 🌲
#MontanaFires  🌲💔 https://t.co/SlCdFcAa2Q",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,Oregon_Air,#ChetcoBarFire OK this is BS. Time for a shake-up in local USFS Forestry Management. Sick of the 'Let It Burn' until it becomes a crisis.,Fire Progression,Seeking visibility and official action,Neutral/Informational,Media and political accountability,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Personal Experience and Community Impact
chetco-bar,TheWildLifeOV,"The #TRUTH about Oregon's #Chetco Bar Fire!
https://t.co/45poJsDKRw",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,RetiredSurfman,#ChetcoBarFire #ORFires https://t.co/d7kNLeFqOR,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,HanaJacover,Thank you @nytimes for bringing attention to the 2+ mill. acres burning in the West. And for using my quote! #EagleCreekFire #ChetcoBarFire https://t.co/zI9yALFZPb,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,ArDeeFiMFic,Now I find out my family's vacation home may well be in the path of the #ChetcoBarFire ... can the world stop falling apart at the seams plz,Fire Progression,Evacuation and immediate disruption,Anger/Blame,Personal experience and disruption,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,ArDeeFiMFic,I liked a @YouTube video https://t.co/4dhfzS5VPP CHETCO BAR FIRE: Dramatic Smoky Skies,Smoke / Air Quality,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,YellowBirdSkies,"#MexicoEarthquake #HurricaneIrma #Harvey #Katia #Jose #EagleCreekFire #ChetcoBarFire WA ID MT BC AB #wildfires Monsoons Mudslides+more
🙏🏽🌎💔",Community Solidarity,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,YEVO2015,"Crazy 🔥- Chetco Bar Fire stared July 12th, expected containment date isn't until Sunday October 15th, 2017. https://t.co/6ryYYT0eRQ",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,WendyReneeB13,Oh my lord.... ♡♡♡ ;-) #thankyoufirefighters #ChetcoBarFire #EagleCreekFire #wildlandfirefighters https://t.co/iv4bo4oUxJ,Operational Coordination,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Fire status and operations,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,RetiredSurfman,#MNnice #westernwildfires #ORwildfires #ChetcoBarFire https://t.co/jAzNw9Bcel,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,selmarose40,the Chetco Bar Fire is the largest uncontained fore in Oregon and you have yet to even acknowledge it..  but then why should you care.. https://t.co/QMiOw6gupV,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,MandyAldrich2,@AviWoolf We got RAIN on the #ChetcoBarFire !!!,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Engaged/Observational,Weather and Environmental Conditions
chetco-bar,selmarose40,the Chetco Bar Fire is the Largent uncontained fire in Oregon today.. we aren't on the I5 corridor so I am not surprised there is no... https://t.co/rNQlhNHxsY,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,SJ_Eblen,"Friday, September 8, 2017 we had a foggy sunset on the coast instead of a smoky one.  Nice!  #ChetcoBarFire https://t.co/qIU0RmLUcH",Smoke / Air Quality,Seeking visibility and official action,Neutral/Informational,"Smoke, weather, and air quality",Environmental Observation and Fire Spectacle,Engaged/Observational,Media and Information Sharing
chetco-bar,NickName541,"@OregonGovBrown Residents around the 180,000 acre #ChetcoBarFire be like... https://t.co/Im87iJDl2h",Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,"#ChetcoBarFire  #LetItBurn  #CarbonUpInSmoke  #Wilderness IMHO, CRIMINAL https://t.co/iCUEGtymUe",Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,the_only_ben,"Meanwhile ...#Irma2017 #hurricaneirma2017 #ChetcoBarFire #wildfires  dammit nature, why you on fire or underwater? https://t.co/eNzxcHBs13",Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,WendyReneeB13,"Trump....
Leaving this to the state of Oregon AND The USFS to handle... So classy.
#EagleCreekFire #ChetcoBarFire #thankyoufirefighters",Evacuation,Seeking visibility and official action,Gratitude/Appreciation,Media and political accountability,Firefighting Operations and Crew Deployment,Frustrated/Critical,Operational Response and Resources
chetco-bar,Janner99362,"@USA1Calling @Braveheart_USA @StrangeFunnies @RonWyden @steph93065 @AppSame @CarmineZozzora @Lrihendry @ChristieC733 @We_R_TheMedia @LeahR77 @carrieksada @Stonewall_77 @phil200269 Confirmed Chetco Bar was lightning, maps showed it..... (Not that it isn't a possibility in other areas)",Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,andrew_l83,#Oregon #Thankyou #ChetcoBarFire #firefighters @OregonGuard @garthbrooks @OregonGovBrown #thanksforsharing https://t.co/vbTrwLQQIQ,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Grateful/Supportive,Operational Response and Resources
chetco-bar,MarilynM,"#ChetcoBarFire in SW #Oregon is 182,284(!) acres, 5% contained...and you've probably never heard of it. #wildfires",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,YellowBirdSkies,"@Collmaxw denies aid to Oregon #EagleCreekFire #ChetcoBarFire +nary a peep re WA-ID-MT or Canadian neighbors https://t.co/AhB0isSxmD..

but MarALago!😒",Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,vivisected,@TimMandese @MingNa The way they start matters very little. Eagle Creek wasn't even the largest; Chetco Bar is and was started by lightning.,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,Janner99362,"Sunrise' from Chrome Ridge... 'In front' of Chetco Bar. Trying to slow the dragon USFS created, with arrogance #ChetcoBarFire https://t.co/fiISQY4Mjb",Fire Progression,Seeking visibility and official action,Neutral/Informational,Media and political accountability,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,#ChetcoBarFire 'Wilderness' areas translated: Soon to be SCORCHED EARTH ( YOU did this) @ForestServiceNW @forestservice @1000oregon https://t.co/nGnjq6RUyd,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,THUTO,NPR: RT OPB: Here's how the #EagleCreekFire and #ChetcoBarFire compare to the largest wildfire in Oregon history. https://t.co/vlsC4ASQlA,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lilburns321,Sutter Health donates to Red Cross for Chetco Bar Fire Relief https://t.co/9ByTyDGefS #TeamSutter https://t.co/jedJhPDfOC,Fire Progression,Sharing updates and resources,Hope/Reassurance,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,vicmicsamlupe,Proud to partner with the Southwest Oregon Chapter of the Red Cross for Chetco Bar Fire relief https://t.co/N7loCuyyDZ #TeamSutter https://t.co/TLwUuFV7Gk,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,LTPthatsme,"Honor Integrity Making Amends - these things Matter. They shld 4 the sake of our Humanity.

#ChetcoBarFire - #life
 
https://t.co/sfyMdGERYu https://t.co/NaQE7WkzgF",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,cmhaskelljfsp,Chetco Bar incident courtesy of #Landsat https://t.co/MO4soujXZj,Operational Coordination,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,RoxannRider,Chetco Bar fire animal relief fund https://t.co/ARzKQI2Am5,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,RoseMantle,Chetco Bar Fire Update – 9/11/17 https://t.co/2NOUiug4Q3 via @WildCoastNews,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Itsjustme321go,"@SenJeffMerkley @KATUNews Our Chetco Bar fire is over 182,000 acres.",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,RetiredSurfman,Great news! #ORFires #ChetcoBarFire #fireseason2017 https://t.co/fK9D2b8kKY,Public Accountability,Seeking visibility and official action,Neutral/Informational,Media and political accountability,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,RicksOpinion,@outsidemagazine Chetco bar fire is out ? 😞. Oh wait it's just Oregon nvm.,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,THUTO,"NPR: RT OPB: “It seems like the fire went to sleep,” on #Oregon resident said of the #ChetcoBarFire. Officials: Do… https://t.co/7CuVrTczDs",Fire Progression,Seeking visibility and official action,Neutral/Informational,Personal experience and disruption,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lilburns321,Proud to partner with the Southwest Oregon Chapter of the Red Cross for Chetco Bar Fire relief https://t.co/mEhGlMgx1E #TeamSutter https://t.co/uqcxj6eMLI,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,sassenach5150,New fire in addition to chetco bar betting no news coverage https://t.co/fbk2Hrttm0,Public Accountability,Seeking visibility and official action,Anger/Blame,Media and political accountability,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,WriteOnCreative,Oregon State Government Adapts As Wildfires Take Their Toll https://t.co/FCckkVW4mJ,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,wleschyn,Chetco Bar fire threatened WWII Japanese bomb site near Brookings; https://t.co/5plHhwhean,Fire Progression,Living with smoke and threat,Alarm/Distress,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,"SO #ChetcoBarFire has a new Division Chief, word has it he doesn't know dick and is a loose cannon (CJ side) Typical @forestservice 1/2",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
chetco-bar,millerlee,https://t.co/M2tWDZ3euU,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Janner99362,"@Interior @SecretaryZinke @DOIWildlandFire @BLMNational @BLMOregon @BLMNIFC @USFWS @USIndianAffairs @NatlParkService @BLM_MTDKs @BLMca @BLMIdaho The AI sat back for #ChetcoBarFire it was ""too dangerous"" BS with a brick under it. COULD have stopped it, now risking 1,600+ responders",Fire Progression,,,,Evacuation Orders and Displacement Experiences,Distressed/Urgent,Evacuation and Area Closures
chetco-bar,JadeMahoney,New fire started on the Chetco Bar Fire's east side https://t.co/FXYSeHOj88,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,bren2915,"@katesch64415070 @RealMuckmaker I'm from Brookings, OR.  the fire was even threatening the town early on.  Chetco Bar Fire.",Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Personal Experience and Community Impact
chetco-bar,NotRappaport,Unhealthy Air Quality From Wildfires Persists Across Much Of Oregon https://t.co/H9Nt0kJKs9 #climate,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,Janner99362,"@AliceGale535 @benshapiro They are streaming the lecture, not 1,000 miles, but on level 1 evac for Chetco Bar 😟",Evacuation,,,,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,jilliananne1,"@vicenews please do a piece on the wildfires in the west. Oregon, Montana, Washington! #ChetcoBarFire #ChetcoStrong",Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Concerned/Anxious,Smoke and Air Quality
chetco-bar,CraftsByMaryH,"Thought I'd share, this is where I'm keeping tabs on donation locations for the Chetco Bar Fire. Looks like they... https://t.co/IY9aElFcQm",Fire Progression,Seeking visibility and official action,Anger/Blame,"Requests, donations, and aid",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,#ChetcoBarFire   https://t.co/f8QlvHoLaq,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/ZkeIoqxlFN chetco bar fire nesika,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/jpTzbaywpL chetco bar fire 2,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/jpTzbaywpL chetco bar fire 2 https://t.co/NiQoy7rkXP,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/ZkeIoqxlFN chetco bar fire nesika https://t.co/W1a6V193QQ,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,RoverDov123,"@eaglecreekfire #ChetcoBarFire 
https://t.co/IUonBNTfcp",Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,backwoodshome,Rain is about to return to Oregon. That will help with the ongoing Chetco Bar Fire. https://t.co/K8JiYyurri https://t.co/t8kRJROTzh,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,MadMatterBunny,"Chetco Bar Fire in Oregon quadruples in four days, approaches 100,000 acres https://t.co/UpjNFNucSx via @WildfireToday",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,NaseemRakha,"As oregon burns, we wait for rain....#oregonfires #eaglecreekfire #ChetcoBarFire https://t.co/CstQOSqzix",Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,biff_schulz,"A taste of what the chetco bar fire did to my back yard. 200,000 acres roughly 330 sq miles of timber and homes. https://t.co/T1MKwLJeLJ",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,wash_gton,"@SenJeffMerkley A snag caused by lightning, monitored and ""left to burn out"" by the USFS is what caused Chetco Bar fire. The wind got up. Policy nd review.",Fire Progression,,,,Environmental Observation and Fire Spectacle,Informational/Neutral,Weather and Environmental Conditions
chetco-bar,RoxannRider,Chetco Bar fire animal relief fund Brookings Oregon https://t.co/wMtGLvTuEh,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Requests, donations, and aid","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,bren2915,@JoeBiden Fire supression and prevention job training and jobs will be a boon to rural Oregon.  Please!!  Chetco Bar Fire is still burning.,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Concerned/Anxious,Fire Behavior and Status
chetco-bar,lambert_craig,"False. Gorge fire started by kids with fireworks. Chetco Bar started by lightening. (A common cause for centuries).
https://t.co/0JwHA96gi9",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,ldjranch,#ChetcoBarFire Thank you God and firefighters~  All levels of evacuation lifted for Brookings &amp; all of Curry County!!!,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Grateful/Supportive,Evacuation and Area Closures
chetco-bar,F8andMe,Rain is helping control fires in the PNW. Hallelujah! #ChetcoBarFire,Fire Progression,Seeking visibility and official action,Alarm/Distress,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,dbeffert,"Snow and rain blankets Oregon wildfires, beginning end of multiple blazes including Eagle Creek and Chetco Bar fires https://t.co/Q1MZE0wkSf",Fire Progression,Seeking visibility and official action,Anger/Blame,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,joshuare,I just uploaded “Chetco Bar Fire Fund” to #Vimeo: https://t.co/mcQPc7cDs2,Geospatial Mapping,Seeking visibility and official action,Neutral/Informational,"Requests, donations, and aid","Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
chetco-bar,TheCascadeHiker,*** #Eaglecreekfire 48 PERCENT CONTAINED*** https://t.co/0CmvX6tyS6,Fire Progression,Seeking visibility and official action,Hope/Reassurance,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,backwoodshome,Chetco Bar Fire KO'd -- The rain has already knocked the crap out of the Chetco Bar Fire and other Oregon fires: https://t.co/Ye5LNPj7Vj,Fire Progression,Seeking visibility and official action,Anger/Blame,"Smoke, weather, and air quality",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,webchickbot,Chetco Bar Fire winding down; Rain aids firefighting efforts all Curry County evacuation notices lifted https://t.co/ksHIsMnJBX #oregonfires,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Weather and Environmental Conditions
chetco-bar,joshuare,I just uploaded “Chetco Bar Fire Fund” to #Vimeo: https://t.co/mcQPc7cDs2,Geospatial Mapping,Seeking visibility and official action,Neutral/Informational,"Requests, donations, and aid","Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
chetco-bar,daveswindell,Rains Seriously Dampen Chetco Bar Fire https://t.co/LkiqVgCiHK,Fire Progression,Seeking visibility and official action,Hope/Reassurance,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,RetiredSurfman,Great news #ChetcoBarFire #ORFires #fireseason2017 https://t.co/2GuafLF3oQ,Public Accountability,Seeking visibility and official action,Neutral/Informational,Media and political accountability,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,DarrylWoods54,Our #thoughts continue to be with those #impacted by this year's #wildfires. https://t.co/T72Q95O4m9,Fire Progression,Seeking visibility and official action,Neutral/Informational,Personal experience and disruption,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,expatshaun,@scifri Chetco Bar fire near Brookings OR consumed 190K+ acres so far. How come nobody from Oregon was asked to be on the show?,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,DrTomMartinPhD,"FINALLY: Burning since APRIL. Oregon Chetco Bar Fire 190,000 Acres (2 Acres=Football Field), 90% Contained. Oregon is Scorched. #msnbc #cnn",Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,patricksymmes,Oregon wildfires burned these areas. Here's how they were damaged and when they will reopen https://t.co/jzzwZORVHm,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,mistyhawkfishes,"Snow and rain blankets #Oregon wildfires, beginning end of multiple blazes including Eagle Creek and Chetco Bar
https://t.co/PExmTKkuVL",Fire Progression,Seeking visibility and official action,Anger/Blame,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,selmarose40,we haven't seen any recovery efforts for the Chetco Bar Fire.. I guess you only represent the people that live in Multnomah County.. https://t.co/v7l3OpNwua,Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,selmarose40,"see there.. the Chetco Bar Fire burned 191,000 acres.. Eagle Creek.. 45,579 acres.. but you go ahead and take care fo them.. after all they voted for you.. https://t.co/Gk57XR0OkJ",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,KoehlerMatthew,"The 191,090 acre #ChetcoBarFire was largest in #Oregon. This @forestservice fly-over proves it burned in a mosaic with lots of unburned and lightly burned acres within the fire perimeter. #ORPol #MTPol https://t.co/iesSVnLou8",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,KoehlerMatthew,Would love to see fly-over images of all #Montana #wildfires too. 190K acre #ChetcoBarFire fire in #Oregon burned in a mosaic and I bet #MTFires did too. #MTPol #MTNews #MTFire https://t.co/Zrz0XsteQH,Geospatial Mapping,Seeking visibility and official action,Neutral/Informational,Media and political accountability,Media Amplification and Information Gaps,Grateful/Supportive,Media and Information Sharing
klondike,jenn_searle,Evacuation Warnings Issued East of Grants Pass Due to Taylor Creek Fire https://t.co/GcsecsCIKM,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
klondike,bunnyhugger75,I think this is the #TaylorCreekFire @ Oregon https://t.co/mChbLC28Kq,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,annasan451,"Southern Oregon wildfires bring 'unhealthy' air quality, spark evacuations in four regions https://t.co/whvAjVser9 via @salem_statesman",Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,Evacuation and public safety,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,The #TaylorCreekFire is going strong again today in Southern #Oregon. https://t.co/CbmFlqC39m,Fire Progression,Seeking visibility and official action,Neutral/Informational,Community solidarity and appreciation,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,"Wow, this #TaylorCreekFire has really blown up in the last half hour. #Wildfire #ForestFire #Oregon https://t.co/pKUmZKMHEO",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Engaged/Observational,Media and Information Sharing
klondike,bunnyhugger75,#TaylorCreekFire is really blowing up. #Wildfire #ForestFire @ Oregon https://t.co/LSPtcQbteh,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,#TaylorCreekFire #ForestFire #WildFire @ Oregon https://t.co/9s7B5YtumN,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,Get to the choppa! #TaylorCreekFire #Wildfire #ForestFire @ Oregon https://t.co/SiiAaZ6xcc,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
klondike,demoman3955,"Here's the official report as of around 6pm. THIS JUST IN FROM THE JOSEPHINE COUNTY SHERIFF'S OFFICE....

Due to the fast moving TAYLOR CREEK WILDFIRE, ALL RESIDENTS on WEST PICKET CREEK RD in Grants Pass have now... https://t.co/sUH0yYEHpd",Fire Progression,Sharing updates and resources,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
klondike,bunnyhugger75,"More fire pics. #Wildfire #ForestFire #TaylorCreekFire #GrantsPass #Merlin @ Merlin, Oregon https://t.co/LG2jSr98Zb",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Situational Maps, Photos, and Visual Briefings",Informational/Neutral,Situational Awareness and Mapping
